dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders,price,COGS,revenue,cost,profit,profit_margin
2021-09-15,3,0,9,5,0,4,1,1,0.6,0.5758,0.78,0,casual,1,3.99,1.24,3.99,1.24,2.75,0.6892230576441103
2021-09-15,3,0,9,6,0,4,1,2,0.6,0.5606,0.83,0.2537,casual,5,3.99,1.24,19.950000000000003,6.2,13.750000000000004,0.6892230576441104
2021-09-15,3,0,9,7,0,4,1,2,0.62,0.5909,0.78,0.194,casual,17,3.99,1.24,67.83,21.08,46.75,0.6892230576441103
2021-09-15,3,0,9,8,0,4,1,1,0.64,0.6061,0.73,0.1343,casual,27,3.99,1.24,107.73,33.48,74.25,0.6892230576441103
2021-09-15,3,0,9,9,0,4,1,2,0.64,0.6061,0.73,0.3582,casual,23,3.99,1.24,91.77000000000001,28.52,63.250000000000014,0.6892230576441104
2021-09-15,3,0,9,10,0,4,1,2,0.66,0.6212,0.69,0.2537,casual,25,3.99,1.24,99.75,31.0,68.75,0.6892230576441103
2021-09-15,3,0,9,11,0,4,1,2,0.68,0.6364,0.65,0.1343,casual,39,3.99,1.24,155.61,48.36,107.25000000000001,0.6892230576441103
2021-09-15,3,0,9,12,0,4,1,2,0.66,0.6212,0.69,0.2985,casual,31,3.99,1.24,123.69000000000001,38.44,85.25000000000001,0.6892230576441103
2021-09-15,3,0,9,13,0,4,1,2,0.64,0.6061,0.65,0.2836,casual,38,3.99,1.24,151.62,47.12,104.5,0.6892230576441103
2021-09-15,3,0,9,14,0,4,1,2,0.64,0.6061,0.65,0.4179,casual,36,3.99,1.24,143.64000000000001,44.64,99.00000000000001,0.6892230576441103
2021-09-15,3,0,9,15,0,4,1,2,0.6,0.5909,0.69,0.4179,casual,25,3.99,1.24,99.75,31.0,68.75,0.6892230576441103
2021-09-15,3,0,9,16,0,4,1,2,0.54,0.5152,0.77,0.4627,casual,29,3.99,1.24,115.71000000000001,35.96,79.75,0.6892230576441102
2021-09-15,3,0,9,17,0,4,1,3,0.48,0.4697,0.82,0.4627,casual,31,3.99,1.24,123.69000000000001,38.44,85.25000000000001,0.6892230576441103
2021-09-15,3,0,9,18,0,4,1,3,0.48,0.4697,0.67,0.6119,casual,22,3.99,1.24,87.78,27.28,60.5,0.6892230576441103
2021-09-15,3,0,9,19,0,4,1,1,0.46,0.4545,0.67,0.4627,casual,20,3.99,1.24,79.80000000000001,24.8,55.000000000000014,0.6892230576441104
2021-09-15,3,0,9,20,0,4,1,1,0.46,0.4545,0.63,0.3284,casual,25,3.99,1.24,99.75,31.0,68.75,0.6892230576441103
2021-09-15,3,0,9,21,0,4,1,1,0.46,0.4545,0.63,0.3284,casual,11,3.99,1.24,43.89,13.64,30.25,0.6892230576441103
2021-09-15,3,0,9,22,0,4,1,1,0.44,0.4394,0.67,0.2836,casual,7,3.99,1.24,27.93,8.68,19.25,0.6892230576441103
2021-09-15,3,0,9,23,0,4,1,1,0.44,0.4394,0.67,0.2239,casual,8,3.99,1.24,31.92,9.92,22.0,0.6892230576441103
2021-09-16,3,0,9,0,0,5,1,1,0.42,0.4242,0.71,0.2239,casual,5,3.99,1.24,19.950000000000003,6.2,13.750000000000004,0.6892230576441104
2021-09-16,3,0,9,1,0,5,1,1,0.42,0.4242,0.67,0.194,casual,7,3.99,1.24,27.93,8.68,19.25,0.6892230576441103
2021-09-16,3,0,9,2,0,5,1,1,0.4,0.4091,0.71,0.2836,casual,3,3.99,1.24,11.97,3.7199999999999998,8.25,0.6892230576441103
2021-09-16,3,0,9,3,0,5,1,1,0.4,0.4091,0.71,0.2537,casual,2,3.99,1.24,7.98,2.48,5.5,0.6892230576441103
2021-09-16,3,0,9,4,0,5,1,1,0.4,0.4091,0.71,0.2836,casual,1,3.99,1.24,3.99,1.24,2.75,0.6892230576441103
2021-09-16,3,0,9,5,0,5,1,1,0.38,0.3939,0.76,0.194,casual,2,3.99,1.24,7.98,2.48,5.5,0.6892230576441103
2021-09-16,3,0,9,6,0,5,1,1,0.38,0.3939,0.71,0.2239,casual,6,3.99,1.24,23.94,7.4399999999999995,16.5,0.6892230576441103
2021-09-16,3,0,9,7,0,5,1,1,0.4,0.4091,0.71,0.2836,casual,16,3.99,1.24,63.84,19.84,44.0,0.6892230576441103
2021-09-16,3,0,9,8,0,5,1,1,0.42,0.4242,0.67,0.2239,casual,23,3.99,1.24,91.77000000000001,28.52,63.250000000000014,0.6892230576441104
2021-09-16,3,0,9,9,0,5,1,1,0.46,0.4545,0.55,0.2537,casual,21,3.99,1.24,83.79,26.04,57.75000000000001,0.6892230576441103
2021-09-16,3,0,9,10,0,5,1,2,0.5,0.4848,0.51,0.2836,casual,36,3.99,1.24,143.64000000000001,44.64,99.00000000000001,0.6892230576441103
2021-09-16,3,0,9,11,0,5,1,2,0.5,0.4848,0.51,0.1343,casual,40,3.99,1.24,159.60000000000002,49.6,110.00000000000003,0.6892230576441104
2021-09-16,3,0,9,12,0,5,1,2,0.52,0.5,0.45,0,casual,39,3.99,1.24,155.61,48.36,107.25000000000001,0.6892230576441103
2021-09-16,3,0,9,13,0,5,1,2,0.54,0.5152,0.42,0,casual,55,3.99,1.24,219.45000000000002,68.2,151.25,0.6892230576441102
2021-09-16,3,0,9,14,0,5,1,2,0.54,0.5152,0.45,0.1642,casual,49,3.99,1.24,195.51000000000002,60.76,134.75000000000003,0.6892230576441104
2021-09-16,3,0,9,15,0,5,1,2,0.54,0.5152,0.45,0.2239,casual,38,3.99,1.24,151.62,47.12,104.5,0.6892230576441103
2021-09-16,3,0,9,16,0,5,1,2,0.52,0.5,0.48,0.1642,casual,67,3.99,1.24,267.33000000000004,83.08,184.25000000000006,0.6892230576441104
2021-09-16,3,0,9,17,0,5,1,2,0.52,0.5,0.48,0.1343,casual,86,3.99,1.24,343.14000000000004,106.64,236.50000000000006,0.6892230576441104
2021-09-16,3,0,9,18,0,5,1,2,0.52,0.5,0.52,0.1642,casual,55,3.99,1.24,219.45000000000002,68.2,151.25,0.6892230576441102
2021-09-16,3,0,9,19,0,5,1,2,0.5,0.4848,0.55,0.1642,casual,59,3.99,1.24,235.41000000000003,73.16,162.25000000000003,0.6892230576441103
2021-09-16,3,0,9,20,0,5,1,2,0.5,0.4848,0.55,0,casual,41,3.99,1.24,163.59,50.839999999999996,112.75,0.6892230576441103
2021-09-16,3,0,9,21,0,5,1,2,0.5,0.4848,0.63,0,casual,39,3.99,1.24,155.61,48.36,107.25000000000001,0.6892230576441103
2021-09-16,3,0,9,22,0,5,1,1,0.48,0.4697,0.67,0.0896,casual,32,3.99,1.24,127.68,39.68,88.0,0.6892230576441103
2021-09-16,3,0,9,23,0,5,1,1,0.5,0.4848,0.59,0,casual,20,3.99,1.24,79.80000000000001,24.8,55.000000000000014,0.6892230576441104
2021-09-17,3,0,9,0,0,6,0,1,0.46,0.4545,0.72,0.1642,casual,28,3.99,1.24,111.72,34.72,77.0,0.6892230576441103
2021-09-17,3,0,9,1,0,6,0,1,0.46,0.4545,0.72,0.1045,casual,28,3.99,1.24,111.72,34.72,77.0,0.6892230576441103
2021-09-17,3,0,9,2,0,6,0,1,0.46,0.4545,0.82,0.0896,casual,18,3.99,1.24,71.82000000000001,22.32,49.50000000000001,0.6892230576441103
2021-09-17,3,0,9,3,0,6,0,1,0.46,0.4545,0.72,0.1343,casual,7,3.99,1.24,27.93,8.68,19.25,0.6892230576441103
2021-09-17,3,0,9,4,0,6,0,1,0.46,0.4545,0.72,0.1343,casual,1,3.99,1.24,3.99,1.24,2.75,0.6892230576441103
2021-09-17,3,0,9,5,0,6,0,1,0.46,0.4545,0.72,0.1642,casual,2,3.99,1.24,7.98,2.48,5.5,0.6892230576441103
2021-09-17,3,0,9,6,0,6,0,2,0.46,0.4545,0.72,0.2239,casual,5,3.99,1.24,19.950000000000003,6.2,13.750000000000004,0.6892230576441104
2021-09-17,3,0,9,7,0,6,0,2,0.46,0.4545,0.77,0.194,casual,4,3.99,1.24,15.96,4.96,11.0,0.6892230576441103
2021-09-17,3,0,9,8,0,6,0,2,0.46,0.4545,0.77,0.2537,casual,27,3.99,1.24,107.73,33.48,74.25,0.6892230576441103
2021-09-17,3,0,9,9,0,6,0,2,0.48,0.4697,0.67,0.2239,casual,32,3.99,1.24,127.68,39.68,88.0,0.6892230576441103
2021-09-17,3,0,9,10,0,6,0,2,0.5,0.4848,0.68,0.2836,casual,72,3.99,1.24,287.28000000000003,89.28,198.00000000000003,0.6892230576441103
2021-09-17,3,0,9,11,0,6,0,2,0.52,0.5,0.68,0.2239,casual,119,3.99,1.24,474.81,147.56,327.25,0.6892230576441103
2021-09-17,3,0,9,12,0,6,0,2,0.52,0.5,0.67,0.2239,casual,115,3.99,1.24,458.85,142.6,316.25,0.6892230576441103
2021-09-17,3,0,9,13,0,6,0,2,0.52,0.5,0.68,0.194,casual,124,3.99,1.24,494.76000000000005,153.76,341.00000000000006,0.6892230576441103
2021-09-17,3,0,9,14,0,6,0,2,0.52,0.5,0.72,0.194,casual,123,3.99,1.24,490.77000000000004,152.52,338.25,0.6892230576441102
2021-09-17,3,0,9,15,0,6,0,2,0.52,0.5,0.72,0.194,casual,148,3.99,1.24,590.52,183.52,407.0,0.6892230576441103
2021-09-17,3,0,9,16,0,6,0,1,0.54,0.5152,0.68,0.2537,casual,116,3.99,1.24,462.84000000000003,143.84,319.0,0.6892230576441102
2021-09-17,3,0,9,17,0,6,0,1,0.52,0.5,0.72,0.2239,casual,141,3.99,1.24,562.59,174.84,387.75,0.6892230576441102
2021-09-17,3,0,9,18,0,6,0,2,0.52,0.5,0.72,0.2239,casual,95,3.99,1.24,379.05,117.8,261.25,0.6892230576441103
2021-09-17,3,0,9,19,0,6,0,1,0.52,0.5,0.68,0.1343,casual,70,3.99,1.24,279.3,86.8,192.5,0.6892230576441103
2021-09-17,3,0,9,20,0,6,0,1,0.52,0.5,0.68,0.1343,casual,43,3.99,1.24,171.57000000000002,53.32,118.25000000000003,0.6892230576441104
2021-09-17,3,0,9,21,0,6,0,2,0.5,0.4848,0.72,0.194,casual,49,3.99,1.24,195.51000000000002,60.76,134.75000000000003,0.6892230576441104
2021-09-17,3,0,9,22,0,6,0,1,0.5,0.4848,0.72,0.2239,casual,31,3.99,1.24,123.69000000000001,38.44,85.25000000000001,0.6892230576441103
2021-09-17,3,0,9,23,0,6,0,1,0.46,0.4545,0.82,0.1642,casual,36,3.99,1.24,143.64000000000001,44.64,99.00000000000001,0.6892230576441103
2021-09-18,3,0,9,0,0,0,0,1,0.46,0.4545,0.77,0.2239,casual,24,3.99,1.24,95.76,29.759999999999998,66.0,0.6892230576441103
2021-09-18,3,0,9,1,0,0,0,1,0.46,0.4545,0.77,0.2239,casual,13,3.99,1.24,51.870000000000005,16.12,35.75,0.6892230576441102
2021-09-18,3,0,9,2,0,0,0,1,0.44,0.4394,0.82,0.2537,casual,21,3.99,1.24,83.79,26.04,57.75000000000001,0.6892230576441103
2021-09-18,3,0,9,3,0,0,0,1,0.44,0.4394,0.82,0.194,casual,11,3.99,1.24,43.89,13.64,30.25,0.6892230576441103
2021-09-18,3,0,9,4,0,0,0,1,0.44,0.4394,0.77,0.2239,casual,1,3.99,1.24,3.99,1.24,2.75,0.6892230576441103
2021-09-18,3,0,9,5,0,0,0,1,0.44,0.4394,0.77,0.2239,casual,1,3.99,1.24,3.99,1.24,2.75,0.6892230576441103
2021-09-18,3,0,9,6,0,0,0,1,0.44,0.4394,0.77,0.2537,casual,2,3.99,1.24,7.98,2.48,5.5,0.6892230576441103
2021-09-18,3,0,9,7,0,0,0,1,0.46,0.4545,0.72,0.2239,casual,15,3.99,1.24,59.85,18.6,41.25,0.6892230576441103
2021-09-18,3,0,9,8,0,0,0,1,0.46,0.4545,0.72,0.2537,casual,16,3.99,1.24,63.84,19.84,44.0,0.6892230576441103
2021-09-18,3,0,9,9,0,0,0,1,0.48,0.4697,0.67,0.2537,casual,46,3.99,1.24,183.54000000000002,57.04,126.50000000000003,0.6892230576441104
2021-09-18,3,0,9,10,0,0,0,1,0.5,0.4848,0.72,0.1642,casual,82,3.99,1.24,327.18,101.67999999999999,225.5,0.6892230576441103
2021-09-18,3,0,9,11,0,0,0,1,0.52,0.5,0.68,0.2239,casual,116,3.99,1.24,462.84000000000003,143.84,319.0,0.6892230576441102
2021-09-18,3,0,9,12,0,0,0,1,0.54,0.5152,0.64,0.1343,casual,135,3.99,1.24,538.65,167.4,371.25,0.6892230576441103
2021-09-18,3,0,9,13,0,0,0,1,0.56,0.5303,0.6,0.1343,casual,162,3.99,1.24,646.38,200.88,445.5,0.6892230576441103
2021-09-18,3,0,9,14,0,0,0,2,0.58,0.5455,0.56,0.1343,casual,127,3.99,1.24,506.73,157.48,349.25,0.6892230576441103
2021-09-18,3,0,9,15,0,0,0,2,0.58,0.5455,0.6,0.1343,casual,132,3.99,1.24,526.6800000000001,163.68,363.00000000000006,0.6892230576441103
2021-09-18,3,0,9,16,0,0,0,2,0.56,0.5303,0.64,0.1642,casual,134,3.99,1.24,534.6600000000001,166.16,368.5000000000001,0.6892230576441104
2021-09-18,3,0,9,17,0,0,0,2,0.56,0.5303,0.64,0.194,casual,95,3.99,1.24,379.05,117.8,261.25,0.6892230576441103
2021-09-18,3,0,9,18,0,0,0,2,0.56,0.5303,0.6,0.1045,casual,66,3.99,1.24,263.34000000000003,81.84,181.50000000000003,0.6892230576441103
2021-09-18,3,0,9,19,0,0,0,2,0.54,0.5152,0.68,0.1045,casual,54,3.99,1.24,215.46,66.96,148.5,0.6892230576441103
2021-09-18,3,0,9,20,0,0,0,2,0.54,0.5152,0.68,0.0896,casual,44,3.99,1.24,175.56,54.56,121.0,0.6892230576441103
2021-09-18,3,0,9,21,0,0,0,2,0.54,0.5152,0.68,0.0896,casual,37,3.99,1.24,147.63,45.88,101.75,0.6892230576441103
2021-09-18,3,0,9,22,0,0,0,2,0.54,0.5152,0.68,0.0896,casual,9,3.99,1.24,35.910000000000004,11.16,24.750000000000004,0.6892230576441103
2021-09-18,3,0,9,23,0,0,0,1,0.54,0.5152,0.68,0.194,casual,10,3.99,1.24,39.900000000000006,12.4,27.500000000000007,0.6892230576441104
2021-09-19,3,0,9,0,0,1,1,2,0.52,0.5,0.72,0.1642,casual,14,3.99,1.24,55.86,17.36,38.5,0.6892230576441103
2021-09-19,3,0,9,1,0,1,1,2,0.52,0.5,0.72,0.1045,casual,3,3.99,1.24,11.97,3.7199999999999998,8.25,0.6892230576441103
2021-09-19,3,0,9,2,0,1,1,2,0.52,0.5,0.72,0.1343,casual,6,3.99,1.24,23.94,7.4399999999999995,16.5,0.6892230576441103
2021-09-19,3,0,9,3,0,1,1,2,0.5,0.4848,0.77,0.1343,casual,1,3.99,1.24,3.99,1.24,2.75,0.6892230576441103
2021-09-19,3,0,9,4,0,1,1,2,0.5,0.4848,0.77,0.1642,casual,2,3.99,1.24,7.98,2.48,5.5,0.6892230576441103
2021-09-19,3,0,9,5,0,1,1,2,0.5,0.4848,0.77,0.194,casual,2,3.99,1.24,7.98,2.48,5.5,0.6892230576441103
2021-09-19,3,0,9,6,0,1,1,1,0.5,0.4848,0.77,0.2239,casual,6,3.99,1.24,23.94,7.4399999999999995,16.5,0.6892230576441103
2021-09-19,3,0,9,7,0,1,1,2,0.5,0.4848,0.82,0.2239,casual,20,3.99,1.24,79.80000000000001,24.8,55.000000000000014,0.6892230576441104
2021-09-19,3,0,9,8,0,1,1,2,0.52,0.5,0.77,0.1343,casual,29,3.99,1.24,115.71000000000001,35.96,79.75,0.6892230576441102
2021-09-19,3,0,9,9,0,1,1,2,0.54,0.5152,0.68,0.1642,casual,32,3.99,1.24,127.68,39.68,88.0,0.6892230576441103
2021-09-19,3,0,9,10,0,1,1,2,0.56,0.5303,0.64,0.1343,casual,21,3.99,1.24,83.79,26.04,57.75000000000001,0.6892230576441103
2021-09-19,3,0,9,11,0,1,1,2,0.58,0.5455,0.64,0.1642,casual,41,3.99,1.24,163.59,50.839999999999996,112.75,0.6892230576441103
2021-09-19,3,0,9,12,0,1,1,2,0.58,0.5455,0.6,0.0896,casual,51,3.99,1.24,203.49,63.24,140.25,0.6892230576441103
2021-09-19,3,0,9,13,0,1,1,2,0.6,0.6061,0.6,0,casual,53,3.99,1.24,211.47,65.72,145.75,0.6892230576441103
2021-09-19,3,0,9,14,0,1,1,2,0.6,0.6061,0.6,0.194,casual,45,3.99,1.24,179.55,55.8,123.75000000000001,0.6892230576441103
2021-09-19,3,0,9,15,0,1,1,2,0.6,0.6061,0.6,0.2239,casual,44,3.99,1.24,175.56,54.56,121.0,0.6892230576441103
2021-09-19,3,0,9,16,0,1,1,2,0.6,0.6061,0.6,0.1642,casual,55,3.99,1.24,219.45000000000002,68.2,151.25,0.6892230576441102
2021-09-19,3,0,9,17,0,1,1,2,0.58,0.5455,0.64,0.1343,casual,85,3.99,1.24,339.15000000000003,105.4,233.75000000000003,0.6892230576441103
2021-09-19,3,0,9,18,0,1,1,2,0.56,0.5303,0.68,0.1343,casual,56,3.99,1.24,223.44,69.44,154.0,0.6892230576441103
2021-09-19,3,0,9,19,0,1,1,2,0.56,0.5303,0.68,0.1045,casual,41,3.99,1.24,163.59,50.839999999999996,112.75,0.6892230576441103
2021-09-19,3,0,9,20,0,1,1,2,0.56,0.5303,0.68,0.1343,casual,27,3.99,1.24,107.73,33.48,74.25,0.6892230576441103
2021-09-19,3,0,9,21,0,1,1,2,0.56,0.5303,0.68,0.1642,casual,19,3.99,1.24,75.81,23.56,52.25,0.6892230576441103
2021-09-19,3,0,9,22,0,1,1,2,0.56,0.5303,0.68,0.1642,casual,25,3.99,1.24,99.75,31.0,68.75,0.6892230576441103
2021-09-19,3,0,9,23,0,1,1,2,0.56,0.5303,0.73,0.194,casual,13,3.99,1.24,51.870000000000005,16.12,35.75,0.6892230576441102
2021-09-20,3,0,9,0,0,2,1,2,0.56,0.5303,0.73,0.1642,casual,4,3.99,1.24,15.96,4.96,11.0,0.6892230576441103
2021-09-20,3,0,9,1,0,2,1,2,0.54,0.5152,0.88,0.1642,casual,3,3.99,1.24,11.97,3.7199999999999998,8.25,0.6892230576441103
2021-09-20,3,0,9,2,0,2,1,2,0.54,0.5152,0.88,0.1642,casual,1,3.99,1.24,3.99,1.24,2.75,0.6892230576441103
2021-09-20,3,0,9,3,0,2,1,2,0.54,0.5152,0.83,0.2239,casual,0,3.99,1.24,0.0,0.0,0.0,
2021-09-20,3,0,9,4,0,2,1,1,0.54,0.5152,0.88,0.194,casual,2,3.99,1.24,7.98,2.48,5.5,0.6892230576441103
2021-09-20,3,0,9,5,0,2,1,2,0.54,0.5152,0.88,0.194,casual,1,3.99,1.24,3.99,1.24,2.75,0.6892230576441103
2021-09-20,3,0,9,6,0,2,1,2,0.54,0.5152,0.88,0.194,casual,3,3.99,1.24,11.97,3.7199999999999998,8.25,0.6892230576441103
2021-09-20,3,0,9,7,0,2,1,2,0.54,0.5152,0.88,0.1642,casual,23,3.99,1.24,91.77000000000001,28.52,63.250000000000014,0.6892230576441104
2021-09-20,3,0,9,8,0,2,1,3,0.54,0.5152,0.94,0.2537,casual,13,3.99,1.24,51.870000000000005,16.12,35.75,0.6892230576441102
2021-09-20,3,0,9,9,0,2,1,3,0.54,0.5152,0.94,0.2239,casual,5,3.99,1.24,19.950000000000003,6.2,13.750000000000004,0.6892230576441104
2021-09-20,3,0,9,10,0,2,1,3,0.56,0.5303,0.88,0.1642,casual,4,3.99,1.24,15.96,4.96,11.0,0.6892230576441103
2021-09-20,3,0,9,11,0,2,1,3,0.56,0.5303,0.88,0.1642,casual,8,3.99,1.24,31.92,9.92,22.0,0.6892230576441103
2021-09-20,3,0,9,12,0,2,1,2,0.56,0.5303,0.94,0.1642,casual,13,3.99,1.24,51.870000000000005,16.12,35.75,0.6892230576441102
2021-09-20,3,0,9,13,0,2,1,2,0.56,0.5303,0.94,0.1343,casual,22,3.99,1.24,87.78,27.28,60.5,0.6892230576441103
2021-09-20,3,0,9,14,0,2,1,2,0.58,0.5455,0.88,0.194,casual,27,3.99,1.24,107.73,33.48,74.25,0.6892230576441103
2021-09-20,3,0,9,15,0,2,1,2,0.62,0.5909,0.78,0.1045,casual,34,3.99,1.24,135.66,42.16,93.5,0.6892230576441103
2021-09-20,3,0,9,16,0,2,1,2,0.6,0.5606,0.83,0.1642,casual,23,3.99,1.24,91.77000000000001,28.52,63.250000000000014,0.6892230576441104
2021-09-20,3,0,9,17,0,2,1,1,0.6,0.5606,0.83,0.1045,casual,66,3.99,1.24,263.34000000000003,81.84,181.50000000000003,0.6892230576441103
2021-09-20,3,0,9,18,0,2,1,1,0.6,0.5606,0.83,0.1045,casual,39,3.99,1.24,155.61,48.36,107.25000000000001,0.6892230576441103
2021-09-20,3,0,9,19,0,2,1,1,0.58,0.5455,0.88,0,casual,43,3.99,1.24,171.57000000000002,53.32,118.25000000000003,0.6892230576441104
2021-09-20,3,0,9,20,0,2,1,1,0.56,0.5303,0.94,0,casual,41,3.99,1.24,163.59,50.839999999999996,112.75,0.6892230576441103
2021-09-20,3,0,9,21,0,2,1,1,0.56,0.5303,0.94,0,casual,29,3.99,1.24,115.71000000000001,35.96,79.75,0.6892230576441102
2021-09-20,3,0,9,22,0,2,1,1,0.56,0.5303,0.94,0,casual,23,3.99,1.24,91.77000000000001,28.52,63.250000000000014,0.6892230576441104
2021-09-20,3,0,9,23,0,2,1,1,0.56,0.5303,0.94,0,casual,11,3.99,1.24,43.89,13.64,30.25,0.6892230576441103
2021-09-21,3,0,9,0,0,3,1,1,0.54,0.5152,1,0,casual,7,3.99,1.24,27.93,8.68,19.25,0.6892230576441103
2021-09-21,3,0,9,1,0,3,1,1,0.54,0.5152,0.94,0,casual,0,3.99,1.24,0.0,0.0,0.0,
2021-09-21,3,0,9,2,0,3,1,1,0.54,0.5152,0.94,0,casual,1,3.99,1.24,3.99,1.24,2.75,0.6892230576441103
2021-09-21,3,0,9,3,0,3,1,2,0.54,0.5152,0.94,0.0896,casual,0,3.99,1.24,0.0,0.0,0.0,
2021-09-21,3,0,9,4,0,3,1,2,0.54,0.5152,1,0.1343,casual,2,3.99,1.24,7.98,2.48,5.5,0.6892230576441103
2021-09-21,3,0,9,5,0,3,1,2,0.54,0.5152,1,0.1642,casual,1,3.99,1.24,3.99,1.24,2.75,0.6892230576441103
2021-09-21,3,0,9,6,0,3,1,2,0.54,0.5152,1,0.194,casual,5,3.99,1.24,19.950000000000003,6.2,13.750000000000004,0.6892230576441104
2021-09-21,3,0,9,7,0,3,1,2,0.54,0.5152,1,0.194,casual,18,3.99,1.24,71.82000000000001,22.32,49.50000000000001,0.6892230576441103
2021-09-21,3,0,9,8,0,3,1,2,0.54,0.5152,1,0.1045,casual,18,3.99,1.24,71.82000000000001,22.32,49.50000000000001,0.6892230576441103
2021-09-21,3,0,9,9,0,3,1,2,0.56,0.5303,1,0.0896,casual,21,3.99,1.24,83.79,26.04,57.75000000000001,0.6892230576441103
2021-09-21,3,0,9,10,0,3,1,2,0.6,0.5455,0.88,0,casual,30,3.99,1.24,119.7,37.2,82.5,0.6892230576441103
2021-09-21,3,0,9,11,0,3,1,2,0.62,0.5758,0.83,0.1642,casual,42,3.99,1.24,167.58,52.08,115.50000000000001,0.6892230576441103
2021-09-21,3,0,9,12,0,3,1,2,0.64,0.5909,0.78,0.0896,casual,42,3.99,1.24,167.58,52.08,115.50000000000001,0.6892230576441103
2021-09-21,3,0,9,13,0,3,1,2,0.66,0.6212,0.74,0.1642,casual,37,3.99,1.24,147.63,45.88,101.75,0.6892230576441103
2021-09-21,3,0,9,14,0,3,1,2,0.66,0.6212,0.74,0.194,casual,40,3.99,1.24,159.60000000000002,49.6,110.00000000000003,0.6892230576441104
2021-09-21,3,0,9,15,0,3,1,2,0.66,0.6212,0.74,0.1045,casual,43,3.99,1.24,171.57000000000002,53.32,118.25000000000003,0.6892230576441104
2021-09-21,3,0,9,16,0,3,1,2,0.66,0.6212,0.74,0.1045,casual,51,3.99,1.24,203.49,63.24,140.25,0.6892230576441103
2021-09-21,3,0,9,17,0,3,1,3,0.66,0.6212,0.74,0.1642,casual,61,3.99,1.24,243.39000000000001,75.64,167.75,0.6892230576441102
2021-09-21,3,0,9,18,0,3,1,3,0.64,0.5758,0.83,0.1642,casual,24,3.99,1.24,95.76,29.759999999999998,66.0,0.6892230576441103
2021-09-21,3,0,9,19,0,3,1,3,0.62,0.5455,0.94,0,casual,30,3.99,1.24,119.7,37.2,82.5,0.6892230576441103
2021-09-21,3,0,9,20,0,3,1,3,0.62,0.5455,0.94,0,casual,11,3.99,1.24,43.89,13.64,30.25,0.6892230576441103
2021-09-21,3,0,9,21,0,3,1,2,0.6,0.5,1,0.0896,casual,25,3.99,1.24,99.75,31.0,68.75,0.6892230576441103
2021-09-21,3,0,9,22,0,3,1,2,0.62,0.5455,0.94,0,casual,15,3.99,1.24,59.85,18.6,41.25,0.6892230576441103
2021-09-21,3,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1045,casual,15,3.99,1.24,59.85,18.6,41.25,0.6892230576441103
2021-09-22,3,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.1045,casual,11,3.99,1.24,43.89,13.64,30.25,0.6892230576441103
2021-09-22,3,0,9,1,0,4,1,2,0.6,0.5152,0.94,0.0896,casual,5,3.99,1.24,19.950000000000003,6.2,13.750000000000004,0.6892230576441104
2021-09-22,3,0,9,2,0,4,1,2,0.6,0.5152,0.94,0.1045,casual,2,3.99,1.24,7.98,2.48,5.5,0.6892230576441103
2021-09-22,3,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.0896,casual,5,3.99,1.24,19.950000000000003,6.2,13.750000000000004,0.6892230576441104
2021-09-22,3,0,9,4,0,4,1,2,0.6,0.5152,0.94,0.0896,casual,0,3.99,1.24,0.0,0.0,0.0,
2021-09-22,3,0,9,5,0,4,1,2,0.6,0.5152,0.94,0.1045,casual,2,3.99,1.24,7.98,2.48,5.5,0.6892230576441103
2021-09-22,3,0,9,6,0,4,1,2,0.6,0.5,1,0.1343,casual,7,3.99,1.24,27.93,8.68,19.25,0.6892230576441103
2021-09-22,3,0,9,7,0,4,1,2,0.6,0.5,1,0.1045,casual,16,3.99,1.24,63.84,19.84,44.0,0.6892230576441103
2021-09-22,3,0,9,8,0,4,1,2,0.6,0.5,1,0.1642,casual,26,3.99,1.24,103.74000000000001,32.24,71.5,0.6892230576441102
2021-09-22,3,0,9,9,0,4,1,2,0.62,0.5455,0.94,0.194,casual,35,3.99,1.24,139.65,43.4,96.25,0.6892230576441103
2021-09-22,3,0,9,10,0,4,1,2,0.64,0.5758,0.89,0.2239,casual,19,3.99,1.24,75.81,23.56,52.25,0.6892230576441103
2021-09-22,3,0,9,11,0,4,1,2,0.64,0.5758,0.89,0.194,casual,23,3.99,1.24,91.77000000000001,28.52,63.250000000000014,0.6892230576441104
2021-09-22,3,0,9,12,0,4,1,2,0.66,0.6061,0.83,0.1642,casual,25,3.99,1.24,99.75,31.0,68.75,0.6892230576441103
2021-09-22,3,0,9,13,0,4,1,2,0.66,0.6061,0.83,0.194,casual,38,3.99,1.24,151.62,47.12,104.5,0.6892230576441103
2021-09-22,3,0,9,14,0,4,1,2,0.66,0.6061,0.83,0.2239,casual,41,3.99,1.24,163.59,50.839999999999996,112.75,0.6892230576441103
2021-09-22,3,0,9,15,0,4,1,2,0.68,0.6364,0.79,0.1642,casual,32,3.99,1.24,127.68,39.68,88.0,0.6892230576441103
2021-09-22,3,0,9,16,0,4,1,2,0.68,0.6364,0.74,0.1343,casual,39,3.99,1.24,155.61,48.36,107.25000000000001,0.6892230576441103
